Indicator,Company,Year,Value,Category,Category 2
Debt to assets,SMB,2020,8.24,Ratios,Leverage ratios
Debt to assets,SMB,2021,8.22,Ratios,Leverage ratios
Debt to assets,SMB,2022,7.19,Ratios,Leverage ratios
Debt to assets,VCF,2020,14.88,Ratios,Leverage ratios
Debt to assets,VCF,2021,16.6,Ratios,Leverage ratios
Debt to assets,VCF,2022,11.94,Ratios,Leverage ratios
Debt to assets,HAD,2020,0.0,Ratios,Leverage ratios
Debt to assets,THB,2020,1.64,Ratios,Leverage ratios
Debt to assets,VDL,2020,1.96,Ratios,Leverage ratios
Debt to assets,VDL,2021,6.68,Ratios,Leverage ratios
Debt to assets,VDL,2022,5.22,Ratios,Leverage ratios
Debt to assets,HAT,2020,0.0,Ratios,Leverage ratios
Debt to equity,BHN,2020,5.6,Ratios,Leverage ratios
Debt to equity,BHN,2021,5.09,Ratios,Leverage ratios
Debt to equity,BHN,2022,1.82,Ratios,Leverage ratios
Debt to equity,SAB,2020,4.6,Ratios,Leverage ratios
Debt to equity,SAB,2021,2.93,Ratios,Leverage ratios
Debt to equity,SAB,2022,4.2,Ratios,Leverage ratios
Debt to equity,SCD,2020,0.0,Ratios,Leverage ratios
Debt to equity,SCD,2021,111.58,Ratios,Leverage ratios
Debt to equity,SCD,2022,351.62,Ratios,Leverage ratios
Debt to equity,SMB,2020,13.38,Ratios,Leverage ratios
Debt to equity,SMB,2021,13.9,Ratios,Leverage ratios
Debt to equity,SMB,2022,11.6,Ratios,Leverage ratios
Debt to equity,VCF,2020,21.17,Ratios,Leverage ratios
Debt to equity,VCF,2021,25.58,Ratios,Leverage ratios
Debt to equity,VCF,2022,15.13,Ratios,Leverage ratios
Debt to equity,HAD,2020,0.0,Ratios,Leverage ratios
Debt to equity,THB,2020,3.38,Ratios,Leverage ratios
Debt to equity,VDL,2020,2.11,Ratios,Leverage ratios
Debt to equity,VDL,2021,7.58,Ratios,Leverage ratios
Debt to equity,VDL,2022,5.75,Ratios,Leverage ratios
Debt to equity,HAT,2020,0.0,Ratios,Leverage ratios
Depreciation of fixed assets and properties investment,BHN,2020,465.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,BHN,2021,465.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,BHN,2022,443.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,SAB,2020,593.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,SAB,2021,557.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,SAB,2022,561.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,SCD,2020,3.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,SCD,2021,7.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,SCD,2022,11.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,SMB,2020,80.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,SMB,2021,71.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,SMB,2022,51.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,VCF,2020,70.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,VCF,2021,69.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,VCF,2022,55.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,HAD,2020,8.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,HAD,2021,8.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,HAD,2022,6.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,THB,2020,23.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,THB,2021,20.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,THB,2022,15.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,VDL,2020,7.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,VDL,2021,7.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,VDL,2022,7.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,HAT,2020,4.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,HAT,2021,4.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Depreciation of fixed assets and properties investment,HAT,2022,3.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Dividend yield,BHN,2020,0.0,Ratios,Valuation ratios
Dividend yield,BHN,2021,5.0,Ratios,Valuation ratios
Dividend yield,BHN,2022,5.0,Ratios,Valuation ratios
Dividend yield,SAB,2020,3.0,Ratios,Valuation ratios
Dividend yield,SAB,2021,1.0,Ratios,Valuation ratios
Dividend yield,SAB,2022,4.0,Ratios,Valuation ratios
Dividend yield,SCD,2020,3.0,Ratios,Valuation ratios
Dividend yield,SCD,2021,0.0,Ratios,Valuation ratios
Dividend yield,SCD,2022,0.0,Ratios,Valuation ratios
Dividend yield,SMB,2020,14.0,Ratios,Valuation ratios
Dividend yield,SMB,2021,6.0,Ratios,Valuation ratios
Dividend yield,SMB,2022,8.0,Ratios,Valuation ratios
Dividend yield,VCF,2020,11.0,Ratios,Valuation ratios
Dividend yield,VCF,2021,11.0,Ratios,Valuation ratios
Dividend yield,VCF,2022,0.0,Ratios,Valuation ratios
Dividend yield,HAD,2020,2.0,Ratios,Valuation ratios
Dividend yield,HAD,2021,6.0,Ratios,Valuation ratios
Dividend yield,HAD,2022,7.0,Ratios,Valuation ratios
Dividend yield,THB,2020,12.0,Ratios,Valuation ratios
Dividend yield,THB,2021,2.0,Ratios,Valuation ratios
Dividend yield,THB,2022,3.0,Ratios,Valuation ratios
Dividend yield,VDL,2020,0.0,Ratios,Valuation ratios
Dividend yield,VDL,2021,0.0,Ratios,Valuation ratios
Dividend yield,VDL,2022,0.0,Ratios,Valuation ratios
Dividend yield,HAT,2020,8.0,Ratios,Valuation ratios
Dividend yield,HAT,2021,9.0,Ratios,Valuation ratios
Dividend yield,HAT,2022,2.0,Ratios,Valuation ratios
EBIT margin,BHN,2020,10.6,Ratios,Profitability ratios
EBIT margin,BHN,2021,6.11,Ratios,Profitability ratios
EBIT margin,BHN,2022,7.63,Ratios,Profitability ratios
EBIT margin,SAB,2020,22.09,Ratios,Profitability ratios
EBIT margin,SAB,2021,18.6,Ratios,Profitability ratios
EBIT margin,SAB,2022,19.61,Ratios,Profitability ratios
EBIT margin,SCD,2020,3.64,Ratios,Profitability ratios
EBIT margin,SCD,2021,-16.47,Ratios,Profitability ratios
EBIT margin,SCD,2022,-19.91,Ratios,Profitability ratios
EBIT margin,SMB,2020,16.78,Ratios,Profitability ratios
EBIT margin,SMB,2021,16.99,Ratios,Profitability ratios
EBIT margin,SMB,2022,17.01,Ratios,Profitability ratios
EBIT margin,VCF,2020,31.53,Ratios,Profitability ratios
EBIT margin,VCF,2021,24.97,Ratios,Profitability ratios
EBIT margin,VCF,2022,18.4,Ratios,Profitability ratios
EBIT margin,HAD,2020,6.58,Ratios,Profitability ratios
EBIT margin,HAD,2021,2.92,Ratios,Profitability ratios
EBIT margin,HAD,2022,8.72,Ratios,Profitability ratios
EBIT margin,THB,2020,0.36,Ratios,Profitability ratios
EBIT margin,THB,2021,0.64,Ratios,Profitability ratios
EBIT margin,THB,2022,0.86,Ratios,Profitability ratios
EBIT margin,VDL,2020,4.68,Ratios,Profitability ratios
EBIT margin,VDL,2021,2.13,Ratios,Profitability ratios
EBIT margin,VDL,2022,-7.09,Ratios,Profitability ratios
EBIT margin,HAT,2020,1.5,Ratios,Profitability ratios
EBIT margin,HAT,2021,0.44,Ratios,Profitability ratios
EBIT margin,HAT,2022,2.2,Ratios,Profitability ratios
EBITDA/Net revenue,BHN,2020,16.84,Ratios,Profitability ratios
EBITDA/Net revenue,BHN,2021,12.79,Ratios,Profitability ratios
EBITDA/Net revenue,BHN,2022,12.91,Ratios,Profitability ratios
EBITDA/Net revenue,SAB,2020,24.21,Ratios,Profitability ratios
EBITDA/Net revenue,SAB,2021,20.71,Ratios,Profitability ratios
EBITDA/Net revenue,SAB,2022,21.21,Ratios,Profitability ratios
EBITDA/Net revenue,SCD,2020,5.6,Ratios,Profitability ratios
EBITDA/Net revenue,SCD,2021,-11.31,Ratios,Profitability ratios
EBITDA/Net revenue,SCD,2022,-13.5,Ratios,Profitability ratios
EBITDA/Net revenue,SMB,2020,23.42,Ratios,Profitability ratios
EBITDA/Net revenue,SMB,2021,22.96,Ratios,Profitability ratios
EBITDA/Net revenue,SMB,2022,20.68,Ratios,Profitability ratios
EBITDA/Net revenue,VCF,2020,33.93,Ratios,Profitability ratios
EBITDA/Net revenue,VCF,2021,28.08,Ratios,Profitability ratios
EBITDA/Net revenue,VCF,2022,20.9,Ratios,Profitability ratios
EBITDA/Net revenue,HAD,2020,12.09,Ratios,Profitability ratios
EBITDA/Net revenue,HAD,2021,9.04,Ratios,Profitability ratios
EBITDA/Net revenue,HAD,2022,12.66,Ratios,Profitability ratios
EBITDA/Net revenue,THB,2020,1.97,Ratios,Profitability ratios
EBITDA/Net revenue,THB,2021,2.2,Ratios,Profitability ratios
EBITDA/Net revenue,THB,2022,1.79,Ratios,Profitability ratios
EBITDA/Net revenue,VDL,2020,6.97,Ratios,Profitability ratios
EBITDA/Net revenue,VDL,2021,5.14,Ratios,Profitability ratios
EBITDA/Net revenue,VDL,2022,-3.61,Ratios,Profitability ratios
EBITDA/Net revenue,HAT,2020,2.0,Ratios,Profitability ratios
EBITDA/Net revenue,HAT,2021,1.24,Ratios,Profitability ratios
EBITDA/Net revenue,HAT,2022,2.52,Ratios,Profitability ratios
Equity to assets,BHN,2020,74.62,Ratios,Leverage ratios
Equity to assets,BHN,2021,68.19,Ratios,Leverage ratios
Equity to assets,BHN,2022,73.32,Ratios,Leverage ratios
Equity to assets,SAB,2020,77.5,Ratios,Leverage ratios
Equity to assets,SAB,2021,74.11,Ratios,Leverage ratios
Equity to assets,SAB,2022,71.35,Ratios,Leverage ratios
Equity to assets,SCD,2020,47.24,Ratios,Leverage ratios
Equity to assets,SCD,2021,42.09,Ratios,Leverage ratios
Equity to assets,SCD,2022,18.0,Ratios,Leverage ratios
Equity to assets,SMB,2020,61.59,Ratios,Leverage ratios
Equity to assets,SMB,2021,59.13,Ratios,Leverage ratios
Equity to assets,SMB,2022,62.0,Ratios,Leverage ratios
Equity to assets,VCF,2020,70.29,Ratios,Leverage ratios
Equity to assets,VCF,2021,64.89,Ratios,Leverage ratios
Equity to assets,VCF,2022,78.95,Ratios,Leverage ratios
Equity to assets,HAD,2020,82.88,Ratios,Leverage ratios
Equity to assets,HAD,2021,80.13,Ratios,Leverage ratios
Equity to assets,HAD,2022,80.81,Ratios,Leverage ratios
Equity to assets,THB,2020,48.53,Ratios,Leverage ratios
Equity to assets,THB,2021,48.36,Ratios,Leverage ratios
Equity to assets,THB,2022,48.93,Ratios,Leverage ratios
Equity to assets,VDL,2020,92.69,Ratios,Leverage ratios
Equity to assets,VDL,2021,88.03,Ratios,Leverage ratios
Equity to assets,VDL,2022,90.66,Ratios,Leverage ratios
Equity to assets,HAT,2020,39.46,Ratios,Leverage ratios
Equity to assets,HAT,2021,40.31,Ratios,Leverage ratios
Equity to assets,HAT,2022,38.05,Ratios,Leverage ratios
Equity turnover,BHN,2020,1.37,Ratios,Efficiency ratios
Equity turnover,BHN,2021,1.32,Ratios,Efficiency ratios
Equity turnover,BHN,2022,1.66,Ratios,Efficiency ratios
Equity turnover,SAB,2020,1.35,Ratios,Efficiency ratios
Equity turnover,SAB,2021,1.2,Ratios,Efficiency ratios
Equity turnover,SAB,2022,1.48,Ratios,Efficiency ratios
Equity turnover,SCD,2020,0.83,Ratios,Efficiency ratios
Equity turnover,SCD,2021,0.75,Ratios,Efficiency ratios
Equity turnover,SCD,2022,1.28,Ratios,Efficiency ratios
Equity turnover,SMB,2020,2.5,Ratios,Efficiency ratios
Equity turnover,SMB,2021,2.27,Ratios,Efficiency ratios
Equity turnover,SMB,2022,2.39,Ratios,Efficiency ratios
Equity turnover,VCF,2020,1.97,Ratios,Efficiency ratios
Equity turnover,VCF,2021,1.61,Ratios,Efficiency ratios
Equity turnover,VCF,2022,1.51,Ratios,Efficiency ratios
Equity turnover,HAD,2020,1.97,Ratios,Efficiency ratios
Equity turnover,HAD,2021,1.7,Ratios,Efficiency ratios
Equity turnover,HAD,2022,2.04,Ratios,Efficiency ratios
Equity turnover,THB,2020,9.52,Ratios,Efficiency ratios
Equity turnover,THB,2021,8.78,Ratios,Efficiency ratios
Equity turnover,THB,2022,10.65,Ratios,Efficiency ratios
Equity turnover,VDL,2020,1.48,Ratios,Efficiency ratios
Equity turnover,VDL,2021,1.18,Ratios,Efficiency ratios
Equity turnover,VDL,2022,0.94,Ratios,Efficiency ratios
Equity turnover,HAT,2020,11.7,Ratios,Efficiency ratios
Equity turnover,HAT,2021,7.81,Ratios,Efficiency ratios
Equity turnover,HAT,2022,18.33,Ratios,Efficiency ratios
EV/EBIT,BHN,2020,22.83,Ratios,Valuation ratios
EV/EBIT,BHN,2021,33.41,Ratios,Valuation ratios
EV/EBIT,BHN,2022,15.98,Ratios,Valuation ratios
EV/EBIT,SAB,2020,20.17,Ratios,Valuation ratios
EV/EBIT,SAB,2021,19.42,Ratios,Valuation ratios
EV/EBIT,SAB,2022,15.37,Ratios,Valuation ratios
EV/EBIT,SCD,2020,21.78,Ratios,Valuation ratios
EV/EBIT,SCD,2021,-14.22,Ratios,Valuation ratios
EV/EBIT,SCD,2022,-15.59,Ratios,Valuation ratios
EV/EBIT,SMB,2020,6.32,Ratios,Valuation ratios
EV/EBIT,SMB,2021,6.45,Ratios,Valuation ratios
EV/EBIT,SMB,2022,5.74,Ratios,Valuation ratios
EV/EBIT,VCF,2020,6.7,Ratios,Valuation ratios
EV/EBIT,VCF,2021,9.81,Ratios,Valuation ratios
EV/EBIT,VCF,2022,14.67,Ratios,Valuation ratios
EV/EBIT,HAD,2020,8.68,Ratios,Valuation ratios
EV/EBIT,HAD,2021,17.85,Ratios,Valuation ratios
EV/EBIT,HAD,2022,4.36,Ratios,Valuation ratios
EV/EBIT,THB,2020,7.37,Ratios,Valuation ratios
EV/EBIT,THB,2021,8.22,Ratios,Valuation ratios
EV/EBIT,THB,2022,7.22,Ratios,Valuation ratios
EV/EBIT,VDL,2020,25.23,Ratios,Valuation ratios
EV/EBIT,VDL,2021,63.36,Ratios,Valuation ratios
EV/EBIT,VDL,2022,-26.49,Ratios,Valuation ratios
EV/EBIT,HAT,2020,4.89,Ratios,Valuation ratios
EV/EBIT,HAT,2021,29.12,Ratios,Valuation ratios
EV/EBIT,HAT,2022,2.6,Ratios,Valuation ratios
EV/EBITDA,BHN,2020,14.37,Ratios,Valuation ratios
EV/EBITDA,BHN,2021,15.96,Ratios,Valuation ratios
EV/EBITDA,SAB,2020,18.4,Ratios,Valuation ratios
EV/EBITDA,SAB,2021,17.44,Ratios,Valuation ratios
EV/EBITDA,SAB,2022,14.21,Ratios,Valuation ratios
Exchange difference due to re-valuation of ending balances,VCF,2020,1.0,CASHFLOW INDIRECT,III. CASH FLOWS FROM FINANCING ACTIVITIES
Finance lease/Fixed assets,BHN,2020,0.0,Ratios,Long-term asset structure
Finance lease/Fixed assets,SAB,2020,3.65,Ratios,Long-term asset structure
Finance lease/Fixed assets,SAB,2021,3.81,Ratios,Long-term asset structure
Finance lease/Fixed assets,SAB,2022,3.64,Ratios,Long-term asset structure
Finance lease/Fixed assets,SCD,2020,97.49,Ratios,Long-term asset structure
Finance lease/Fixed assets,SCD,2021,95.29,Ratios,Long-term asset structure
Finance lease/Fixed assets,SCD,2022,75.37,Ratios,Long-term asset structure
Finance lease/Fixed assets,SMB,2020,0.0,Ratios,Long-term asset structure
Finance lease/Fixed assets,VCF,2020,0.0,Ratios,Long-term asset structure
Finance lease/Fixed assets,HAD,2020,0.0,Ratios,Long-term asset structure
Finance lease/Fixed assets,THB,2020,0.0,Ratios,Long-term asset structure
Finance lease/Fixed assets,VDL,2020,0.0,Ratios,Long-term asset structure
Finance lease/Fixed assets,HAT,2020,0.0,Ratios,Long-term asset structure
Fixed asset turnover,BHN,2020,2.74,Ratios,Efficiency ratios
Fixed asset turnover,BHN,2021,2.93,Ratios,Efficiency ratios
Fixed asset turnover,BHN,2022,4.17,Ratios,Efficiency ratios
Fixed asset turnover,SAB,2020,5.85,Ratios,Efficiency ratios
Fixed asset turnover,SAB,2021,5.69,Ratios,Efficiency ratios
Fixed asset turnover,SAB,2022,7.9,Ratios,Efficiency ratios
Fixed asset turnover,SCD,2020,1.73,Ratios,Efficiency ratios
Fixed asset turnover,SCD,2021,0.73,Ratios,Efficiency ratios
Fixed asset turnover,SCD,2022,0.86,Ratios,Efficiency ratios
Fixed asset turnover,SMB,2020,2.94,Ratios,Efficiency ratios
Fixed asset turnover,SMB,2021,3.13,Ratios,Efficiency ratios
Fixed asset turnover,SMB,2022,3.8,Ratios,Efficiency ratios
Fixed asset turnover,VCF,2020,5.86,Ratios,Efficiency ratios
Fixed asset turnover,VCF,2021,5.06,Ratios,Efficiency ratios
Fixed asset turnover,VCF,2022,6.09,Ratios,Efficiency ratios
Fixed asset turnover,HAD,2020,4.72,Ratios,Efficiency ratios
Fixed asset turnover,HAD,2021,4.87,Ratios,Efficiency ratios
Fixed asset turnover,HAD,2022,7.18,Ratios,Efficiency ratios
Fixed asset turnover,THB,2020,19.13,Ratios,Efficiency ratios
Fixed asset turnover,THB,2021,22.83,Ratios,Efficiency ratios
Fixed asset turnover,THB,2022,31.22,Ratios,Efficiency ratios
Fixed asset turnover,VDL,2020,6.11,Ratios,Efficiency ratios
Fixed asset turnover,VDL,2021,4.65,Ratios,Efficiency ratios
Fixed asset turnover,VDL,2022,3.39,Ratios,Efficiency ratios
Fixed asset turnover,HAT,2020,34.05,Ratios,Efficiency ratios
Fixed asset turnover,HAT,2021,22.4,Ratios,Efficiency ratios
Fixed asset turnover,HAT,2022,62.35,Ratios,Efficiency ratios
Fixed assets/Total assets,BHN,2020,33.26,Ratios,Long-term asset structure
Fixed assets/Total assets,BHN,2021,30.83,Ratios,Long-term asset structure
Fixed assets/Total assets,BHN,2022,25.44,Ratios,Long-term asset structure
Fixed assets/Total assets,SAB,2020,17.81,Ratios,Long-term asset structure
Fixed assets/Total assets,SAB,2021,14.44,Ratios,Long-term asset structure
Fixed assets/Total assets,SAB,2022,12.93,Ratios,Long-term asset structure
Fixed assets/Total assets,SCD,2020,44.62,Ratios,Long-term asset structure
Fixed assets/Total assets,SCD,2021,47.36,Ratios,Long-term asset structure
Fixed assets/Total assets,SCD,2022,36.04,Ratios,Long-term asset structure
Fixed assets/Total assets,SMB,2020,47.52,Ratios,Long-term asset structure
Fixed assets/Total assets,SMB,2021,40.34,Ratios,Long-term asset structure
Fixed assets/Total assets,SMB,2022,35.91,Ratios,Long-term asset structure
Fixed assets/Total assets,VCF,2020,21.84,Ratios,Long-term asset structure
Fixed assets/Total assets,VCF,2021,21.12,Ratios,Long-term asset structure
Fixed assets/Total assets,VCF,2022,14.9,Ratios,Long-term asset structure
Fixed assets/Total assets,HAD,2020,31.37,Ratios,Long-term asset structure
Fixed assets/Total assets,HAD,2021,25.46,Ratios,Long-term asset structure
Fixed assets/Total assets,HAD,2022,20.49,Ratios,Long-term asset structure
Fixed assets/Total assets,THB,2020,22.01,Ratios,Long-term asset structure
Fixed assets/Total assets,THB,2021,15.3,Ratios,Long-term asset structure
Fixed assets/Total assets,THB,2022,17.88,Ratios,Long-term asset structure
Fixed assets/Total assets,VDL,2020,20.87,Ratios,Long-term asset structure
Fixed assets/Total assets,VDL,2021,24.83,Ratios,Long-term asset structure
Fixed assets/Total assets,VDL,2022,24.73,Ratios,Long-term asset structure
Fixed assets/Total assets,HAT,2020,13.52,Ratios,Long-term asset structure
Fixed assets/Total assets,HAT,2021,14.36,Ratios,Long-term asset structure
Fixed assets/Total assets,HAT,2022,9.34,Ratios,Long-term asset structure
Foreign exchange (gain)/loss from revaluation of monetary items denominated in foreign currencies,SAB,2020,11.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Foreign exchange (gain)/loss from revaluation of monetary items denominated in foreign currencies,SAB,2021,-24.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Foreign exchange (gain)/loss from revaluation of monetary items denominated in foreign currencies,SAB,2022,-7.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Foreign exchange (gain)/loss from revaluation of monetary items denominated in foreign currencies,VCF,2020,-1.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
Foreign exchange (gain)/loss from revaluation of monetary items denominated in foreign currencies,VCF,2022,1.0,CASHFLOW INDIRECT,I. CASH FLOWS FROM OPERATING ACTIVITIES
General and Administrative expenses/Net revenue,BHN,2020,6.92,Ratios,Cost structure
General and Administrative expenses/Net revenue,BHN,2021,6.36,Ratios,Cost structure
General and Administrative expenses/Net revenue,BHN,2022,6.6,Ratios,Cost structure
General and Administrative expenses/Net revenue,SAB,2020,2.51,Ratios,Cost structure
General and Administrative expenses/Net revenue,SAB,2021,2.27,Ratios,Cost structure
General and Administrative expenses/Net revenue,SAB,2022,2.12,Ratios,Cost structure
